Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,Box_Office_World,MPAA
Eternal Sunshine of the Spotless Mind,108,Drama; Romance; Sci-Fi,Michel Gondry,Charlie Kaufman; Michel Gondry,Jim Carrey; Kate Winslet; Tom Wilkinson,89/100,8.4,"390,287","$20,000,000 ","$34,126,138 ",,R
Anchorman: The Legend of Ron Burgundy,94,Comedy,Adam McKay,Will Ferrell; Adam McKay,Will Ferrell; Christina Applegate; Steve Carell,63/100,7.2,"148,949","$26,000,000 ","$84,136,909 ",,PG-13
Troy,163,Adventure; Drama; History,Wolfgang Petersen,Homer; David Benioff,Brad Pitt; Eric Bana; Orlando Bloom,56/100,7.1,"229,014","$175,000,000 ","$133,378,256 ","$497,409,852 ",R
The Girl Next Door,108,Comedy; Drama; Romance,Luke Greenfield,David Wagner; Brent Goldberg,Emile Hirsch; Nicholas Downs; Elisha Cuthbert,47/100,6.8,"117,187",,"$14,589,444 ",,R
The Incredibles,115,Animation; Action; Adventure,Brad Bird,Brad Bird,Craig T. Nelson; Samuel L. Jackson; Holly Hunter,90/100,8,"283,741","$92,000,000 ","$261,441,092 ","$631,442,092 ",PG
Napoleon Dynamite,82,Comedy,Jared Hess,Jared Hess; Jerusha Hess,Jon Heder; Efren Ramirez; Jon Gries,64/100,6.8,"112,920","$400,000 ","$44,540,956 ","$1,576,504 ",PG
Crash,112,Drama,Paul Haggis,Paul Haggis; Paul Haggis,Don Cheadle; Sandra Bullock; Thandie Newton,69/100,7.9,"264,155","$6,500,000 ","$54,580,300 ","$98,410,061 ",R
Harry Potter and the Prisoner of Azkaban,141,Adventure; Family; Fantasy,Alfonso Cuarn,J.K. Rowling; Steve Kloves,Daniel Radcliffe; Emma Watson; Rupert Grint,82/100,7.7,"225,383","$130,000,000 ","$249,358,727 ","$796,688,549 ",PG
White Chicks,109,Crime; Comedy,Keenen Ivory Wayans,Keenen Ivory Wayans; Shawn Wayans,Marlon Wayans; Shawn Wayans; Busy Philipps,41/100,5,"56,865",,"$69,148,997 ","$113,086,475 ",PG-13
Kill Bill: Vol. 2,137,Action; Crime; Thriller,Quentin Tarantino,Quentin Tarantino; Quentin Tarantino,Uma Thurman; David Carradine; Michael Madsen,83/100,8,"325,000","$30,000,000 ","$66,208,183 ","$152,159,461 ",R
"I, Robot",115,Action; Mystery; Sci-Fi,Alex Proyas,Jeff Vintar; Akiva Goldsman,Will Smith; Bridget Moynahan; Bruce Greenwood,59/100,7,"219,955","$120,000,000 ","$144,801,023 ","$144,801,023 ",PG-13
The Passion of the Christ,127,Drama,Mel Gibson,Benedict Fitzgerald; Mel Gibson,Jim Caviezel; Monica Bellucci; Maia Morgenstern,47/100,7,"133,542","$30,000,000 ","$370,782,930 ","$611,899,420 ",R
The Machinist,101,Drama; Thriller,Brad Anderson,Scott Kosar,Christian Bale; Jennifer Jason Leigh; Aitana Snchez-Gijn,61/100,7.7,"166,127","$5,000,000 ","$1,082,715 ",,R
Shaun of the Dead,99,Comedy; Horror,Edgar Wright,Simon Pegg; Edgar Wright,Simon Pegg; Nick Frost; Kate Ashfield,76/100,8,"240,797","&#163;4,000,000","$13,464,388 ",,R
The Butterfly Effect,113,Sci-Fi; Thriller,Eric Bress,J. Mackye Gruber; Eric Bress,Ashton Kutcher; Amy Smart; Melora Walters,30/100,7.7,"219,274","$13,000,000 ","$57,650,876 ","$38,122,165 ",R
The Bourne Supremacy,108,Action; Crime; Thriller,Paul Greengrass,Robert Ludlum; Tony Gilroy,Matt Damon; Franka Potente; Joan Allen,73/100,7.7,"209,484","$75,000,000 ","$176,241,941 ","$288,500,217 ",PG-13
Downfall,156,Biography; Drama; History,Oliver Hirschbiegel,Bernd Eichinger; Joachim Fest,Bruno Ganz; Alexandra Maria Lara; Ulrich Matthes,82/100,8.3,"149,952","&#8364;13,500,000","$5,501,940 ",,R
EuroTrip,93,Adventure; Comedy,Jeff Schaffer,Alec Berg; David Mandel,Scott Mechlowicz; Jacob Pitts; Michelle Trachtenberg,45/100,6.5,"107,479","$25,000,000 ","$17,718,223 ",,R
The Day After Tomorrow,124,Action; Adventure; Drama,Roland Emmerich,Roland Emmerich; Roland Emmerich,Dennis Quaid; Jake Gyllenhaal; Emmy Rossum,47/100,6.3,"197,825","$125,000,000 ","$186,739,919 ","$542,771,772 ",PG-13
Spider-Man 2,127,Action; Fantasy,Sam Raimi,Stan Lee; Steve Ditko,Tobey Maguire; Kirsten Dunst; Alfred Molina,83/100,7.4,"233,531","$200,000,000 ","$373,585,825 ","$375,400,000 ",PG-13
Million Dollar Baby,132,Drama; Sport,Clint Eastwood,Paul Haggis; F.X. Toole,Hilary Swank; Clint Eastwood; Morgan Freeman,86/100,8.1,"268,559","$30,000,000 ","$100,422,786 ",,PG-13
National Treasure,131,Action; Adventure; Mystery,Jon Turteltaub,Jim Kouf; Cormac Wibberley,Nicolas Cage; Diane Kruger; Justin Bartha,39/100,6.8,"163,497","$100,000,000 ","$173,008,894 ","$174,443,000 ",PG
The Chronicles of Riddick,119,Action; Adventure; Sci-Fi,David Twohy,Jim Wheat; Ken Wheat,Vin Diesel; Judi Dench; Colm Feore,38/100,6.6,"115,466","$105,000,000 ","$57,761,012 ","$115,772,733 ",PG-13
The Phantom of the Opera,143,Drama; Musical; Romance,Joel Schumacher,Gaston Leroux; Andrew Lloyd Webber,Gerard Butler; Emmy Rossum; Patrick Wilson,40/100,7.2,"67,771","$70,000,000 ","$51,225,796 ","$154,648,887 ",PG-13
Collateral,120,Crime; Drama; Thriller,Michael Mann,Stuart Beattie,Tom Cruise; Jamie Foxx; Jada Pinkett Smith,71/100,7.6,"197,364","$65,000,000 ","$100,003,492 ","$36,800,000 ",R
Man on Fire,146,Action; Drama; Thriller,Tony Scott,A.J. Quinnell; Brian Helgeland,Denzel Washington; Christopher Walken; Dakota Fanning,47/100,7.7,"166,581","$70,000,000 ","$77,862,546 ",,R
Dodgeball: A True Underdog Story,92,Comedy; Sport,Rawson Marshall Thurber,Rawson Marshall Thurber,Ben Stiller; Christine Taylor; Vince Vaughn,55/100,6.6,"113,235","$20,000,000 ","$114,324,072 ",,PG-13
50 First Dates,99,Comedy; Romance,Peter Segal,George Wing,Adam Sandler; Drew Barrymore; Rob Schneider,48/100,6.7,"162,889","$75,000,000 ","$120,776,832 ","$196,485,100 ",PG-13
Walking Tall,86,Action; Crime,Kevin Bray,Mort Briskin; David Klass,Dwayne Johnson; Ashley Scott; Johnny Knoxville,44/100,6,"33,972","$56,000,000 ","$45,860,039 ",,PG-13
Saw,103,Crime; Horror; Mystery,James Wan,Leigh Whannell; James Wan,Cary Elwes; Leigh Whannell; Danny Glover,46/100,7.7,"191,155","$1,200,000 ","$55,153,403 ","$102,898,683 ",NC-17
13 Going on 30,98,Comedy; Fantasy; Romance,Gary Winick,Josh Goldsmith; Cathy Yuspa,Jennifer Garner; Mark Ruffalo; Judy Greer,57/100,6,"68,633","$37,000,000 ","$56,044,241 ","$39,223,950 ",PG-13
The Aviator,170,Biography; Drama,Martin Scorsese,John Logan,Leonardo DiCaprio; Cate Blanchett; Kate Beckinsale,77/100,7.5,"161,835","$110,000,000 ","$102,593,534 ","$213,741,459 ",PG-13
Ocean's Twelve,125,Crime; Thriller,Steven Soderbergh,George Nolfi; George Clayton Johnson,George Clooney; Brad Pitt; Julia Roberts,58/100,6.3,"173,602","$110,000,000 ","$125,531,634 ","$107,300,000 ",PG-13
King Arthur,126,Action; Adventure; Drama,Antoine Fuqua,David Franzoni,Clive Owen; Stephen Dillane; Keira Knightley,46/100,6.2,"90,135","$120,000,000 ","$51,882,244 ","$203,567,857 ",PG-13
Garden State,102,Comedy; Drama; Romance,Zach Braff,Zach Braff,Zach Braff; Natalie Portman; Peter Sarsgaard,67/100,7.6,"143,349","$2,500,000 ","$26,782,316 ","$35,825,316 ",R
Finding Neverland,106,Biography; Drama; Family,Marc Forster,Allan Knee; David Magee,Johnny Depp; Kate Winslet; Julie Christie,67/100,7.8,"131,227","$25,000,000 ","$51,676,606 ",,PG
Closer,104,Drama; Romance,Mike Nichols,Patrick Marber; Patrick Marber,Natalie Portman; Jude Law; Clive Owen,65/100,7.3,"121,840","$27,000,000 ","$33,987,757 ","$115,505,027 ",R
Lemony Snicket's A Series of Unfortunate Events,108,Adventure; Comedy; Family,Brad Silberling,Robert Gordon; Daniel Handler,Jim Carrey; Jude Law; Meryl Streep,62/100,6.8,"102,216","$140,000,000 ","$118,627,117 ","$209,073,645 ",PG
The Terminal,128,Comedy; Drama,Steven Spielberg,Andrew Niccol; Sacha Gervasi,Tom Hanks; Catherine Zeta-Jones; Chi McBride,55/100,7.2,"175,316","$60,000,000 ","$77,032,279 ","$140,813,273 ",PG-13
Shrek 2,93,Animation; Adventure; Comedy,Andrew Adamson,William Steig; Andrew Adamson,Mike Myers; Eddie Murphy; Cameron Diaz,75/100,7.3,"186,644","$150,000,000 ","$436,471,036 ","$919,838,758 ",PG
Howl's Moving Castle,119,Animation; Action; Adventure,Hayao Miyazaki,Hayao Miyazaki; Diana Wynne Jones,Chieko Baish; Takuya Kimura; Tatsuya Gashin,80/100,8.1,"104,534",,"$4,710,455 ","$225,747,692 ",PG
Van Helsing,131,Action; Adventure; Fantasy,Stephen Sommers,Stephen Sommers,Hugh Jackman; Kate Beckinsale; Richard Roxburgh,35/100,5.8,"119,746","$160,000,000 ","$120,177,084 ","$300,257,475 ",PG-13
Jersey Girl,102,Comedy; Drama; Romance,Kevin Smith,Kevin Smith,Ben Affleck; Liv Tyler; Raquel Castro,43/100,6.1,"39,744","$35,000,000 ","$25,266,129 ",,PG-13
Hotel Rwanda,121,Biography; Drama; History,Terry George,Keir Pearson; Terry George,Don Cheadle; Sophie Okonedo; Joaquin Phoenix,79/100,8.2,"161,514","$17,500,000 ","$23,472,900 ","$33,882,243 ",PG-13
Dawn of the Dead,101,Action; Horror; Sci-Fi,Zack Snyder,George A. Romero; James Gunn,Sarah Polley; Ving Rhames; Mekhi Phifer,58/100,7.4,"128,788","$28,000,000 ","$58,885,635 ","$102,356,381 ",R
Harold &amp; Kumar Go to White Castle,88,Adventure; Comedy,Danny Leiner,Jon Hurwitz; Hayden Schlossberg,John Cho; Kal Penn; Ethan Embry,64/100,7.1,"108,396","$9,000,000 ","$18,225,165 ",,R
Hellboy,122,Action; Adventure; Fantasy,Guillermo del Toro,Guillermo del Toro; Guillermo del Toro,Ron Perlman; Doug Jones; Selma Blair,72/100,6.8,"152,448","$66,000,000 ","$59,035,104 ","$99,318,987 ",PG-13
Resident Evil: Apocalypse,94,Action; Horror; Sci-Fi,Alexander Witt,Paul W.S. Anderson,Milla Jovovich; Sienna Guillory; Eric Mabius,35/100,6,"103,162","$45,000,000 ","$51,201,453 ","$129,394,835 ",R
Layer Cake,105,Crime; Drama; Thriller,Matthew Vaughn,J.J. Connolly; J.J. Connolly,Daniel Craig; Sienna Miller; Michael Gambon,73/100,7.3,"86,810","&#163;4,000,000","$2,338,695 ",,R
Meet the Fockers,115,Comedy; Romance,Jay Roach,Greg Glienna; Mary Ruth Clarke,Ben Stiller; Robert De Niro; Blythe Danner,41/100,6.3,"139,222","$80,000,000 ","$279,167,575 ","$516,642,939 ",PG-13
The Punisher,124,Action; Crime; Drama,Jonathan Hensleigh,Jonathan Hensleigh; Michael France,Thomas Jane; John Travolta; Samantha Mathis,33/100,6.3,"85,504","$33,000,000 ","$33,682,273 ",,R
Taking Lives,103,Mystery; Thriller,D.J. Caruso,Michael Pye; Jon Bokenkamp,Angelina Jolie; Ethan Hawke; Kiefer Sutherland,38/100,6,"45,256","$45,000,000 ","$32,682,342 ","$65,470,529 ",R
A Cinderella Story,95,Comedy; Family; Romance,Mark Rosman,Leigh Dunlap,Hilary Duff; Chad Michael Murray; Jennifer Coolidge,25/100,5.6,"34,689","$20,000,000 ","$51,431,160 ",,PG
Friday Night Lights,118,Action; Drama; Sport,Peter Berg,Buzz Bissinger; David Aaron Cohen,Billy Bob Thornton; Jay Hernandez; Derek Luke,70/100,7.1,"31,051","$30,000,000 ","$61,188,085 ",,PG-13
Blade: Trinity,113,Action; Adventure; Fantasy,David S. Goyer,David S. Goyer; Marv Wolfman,Wesley Snipes; Kris Kristofferson; Parker Posey,38/100,5.8,"82,207","$65,000,000 ","$52,397,389 ",,R
Before Sunset,80,Drama; Romance,Richard Linklater,Richard Linklater; Julie Delpy,Ethan Hawke; Julie Delpy; Vernon Dobtcheff,90/100,8,"83,107","$10,000,000 ","$5,792,822 ",,R
Kung Fu Hustle,99,Action; Comedy; Crime,Stephen Chow,Man Keung Chan; Stephen Chow,Stephen Chow; Wah Yuen; Qiu Yuen,78/100,7.7,"67,689","$20,000,000 ","$17,104,669 ","$72,100,000 ",R
Alexander,175,Action; Adventure; Biography,Oliver Stone,Oliver Stone; Christopher Kyle,Colin Farrell; Anthony Hopkins; Rosario Dawson,39/100,5.4,"97,558","$155,000,000 ","$34,293,771 ","$167,300,000 ",R
The Polar Express,100,Animation; Adventure; Family,Robert Zemeckis,Chris Van Allsburg; Robert Zemeckis,Tom Hanks; Chris Coppola; Michael Jeter,61/100,6.5,"66,303","$165,000,000 ","$451,442 ",,
Primer,77,Drama; Thriller; Sci-Fi,Shane Carruth,Shane Carruth,Shane Carruth; David Sullivan; Casey Gooden,68/100,6.9,"35,853","$7,000 ","$424,760 ",,PG-13
Shark Tale,90,Animation; Adventure; Comedy,Bibo Bergeron,Michael J. Wilson; Rob Letterman,Will Smith; Robert De Niro; Rene Zellweger,48/100,5.9,"81,718","$75,000,000 ","$160,762,022 ",,PG
The Village,108,Drama; Mystery; Thriller,M. Night Shyamalan,M. Night Shyamalan,Sigourney Weaver; William Hurt; Joaquin Phoenix,44/100,6.5,"135,351","$60,000,000 ","$114,195,633 ","$142,500,000 ",PG-13
AVP: Alien vs. Predator,101,Action; Adventure; Sci-Fi,Paul W.S. Anderson,Dan O'Bannon; Ronald Shusett,Sanaa Lathan; Lance Henriksen; Raoul Bova,29/100,5.5,"97,071","$60,000,000 ","$80,281,096 ","$171,183,863 ",PG-13
Sideways,126,Comedy; Drama; Romance,Alexander Payne,Rex Pickett; Alexander Payne,Paul Giamatti; Thomas Haden Church; Virginia Madsen,94/100,7.6,"108,076","$12,000,000 ","$71,502,303 ",,R
Team America: World Police,98,Action; Adventure; Comedy,Trey Parker,Trey Parker; Matt Stone,Trey Parker; Matt Stone; Elle Russ,64/100,7.1,"95,597","$30,000,000 ","$32,774,834 ","$17,447,224 ",R
The Grudge,92,Horror; Mystery,Takashi Shimizu,Stephen Susco; Takashi Shimizu,Sarah Michelle Gellar; Jason Behr; Clea DuVall,49/100,5.8,"73,850","$10,000,000 ","$110,175,871 ",,PG-13
The Life Aquatic with Steve Zissou,119,Adventure; Comedy; Drama,Wes Anderson,Wes Anderson; Noah Baumbach,Bill Murray; Owen Wilson; Anjelica Huston,62/100,7.2,"87,158","$50,000,000 ","$24,006,726 ","$10,788,000 ",R
Along Came Polly,90,Comedy; Romance,John Hamburg,John Hamburg,Ben Stiller; Jennifer Aniston; Debra Messing,44/100,5.8,"74,259","$42,000,000 ","$87,856,565 ",,PG-13
Hidalgo,136,Action; Adventure; Western,Joe Johnston,John Fusco,Viggo Mortensen; Omar Sharif; Zuleikha Robinson,54/100,6.6,"47,998","$100,000,000 ","$67,286,731 ","$40,800,000 ",PG-13
Miracle,135,Drama; Family; History,Gavin O'Connor,Eric Guggenheim,Kurt Russell; Patricia Clarkson; Nathan West,68/100,7.4,"24,630",,"$64,378,093 ","$64,445,708 ",PG
Ray,152,Biography; Drama; Music,Taylor Hackford,Taylor Hackford; James L. White,Jamie Foxx; Regina King; Kerry Washington,73/100,7.7,"72,315","$40,000,000 ","$75,305,995 ","$1,772,105 ",PG-13
The Manchurian Candidate,129,Drama; Mystery; Thriller,Jonathan Demme,Richard Condon; George Axelrod,Denzel Washington; Liev Schreiber; Meryl Streep,76/100,6.6,"62,855","$80,000,000 ","$65,948,711 ",,R
The Motorcycle Diaries,126,Biography; Drama,Walter Salles,Ernesto 'Che' Guevara; Alberto Granado,Gael Garca Bernal; Rodrigo De la Serna; Mercedes Morn,75/100,7.8,"59,688",,"$16,756,372 ",,R
9 Songs,71,Drama; Music; Romance,Michael Winterbottom,Michael Winterbottom,Kieran O'Brien; Margo Stilley; Huw Bunford,43/100,4.9,"12,770","&#163;1,000,000","$49,835 ",,
Head-On,121,Drama; Romance,Fatih Akin,Fatih Akin,Birol nel; Sibel Kekilli; Catrin Striebeck,78/100,7.9,"28,538",,,,R
Scooby Doo 2: Monsters Unleashed,93,Action; Adventure; Comedy,Raja Gosnell,William Hanna; Joseph Barbera,Freddie Prinze Jr.; Sarah Michelle Gellar; Matthew Lillard,34/100,4.7,"20,358",,"$84,185,387 ",,PG
Secret Window,96,Mystery; Thriller,David Koepp,Stephen King; David Koepp,Johnny Depp; Maria Bello; John Turturro,46/100,6.5,"96,083","$40,000,000 ","$47,781,388 ",,PG-13
Raising Helen,119,Comedy; Drama; Romance,Garry Marshall,Patrick J. Clifton; Beth Rigazio,Kate Hudson; John Corbett; Joan Cusack,38/100,5.8,"20,547",,"$37,486,138 ",,PG-13
If Only,92,Comedy; Drama; Fantasy,Gil Junger,Christina Welsh,Jennifer Love Hewitt; Paul Nicholls; Tom Wilkinson,,7,"17,663",,,,PG-13
Mysterious Skin,105,Drama,Gregg Araki,Gregg Araki; Scott Heim,Brady Corbet; Joseph Gordon-Levitt; Elisabeth Shue,74/100,7.7,"39,080",,"$697,181 ",,NC-17
You Got Served,95,Comedy; Drama; Music,Chris Stokes,Chris Stokes,Omarion Grandberry; J-Boog; Raz B,37/100,3,"21,105","$8,000,000 ","$40,066,497 ",,PG-13
Cellular,94,Action; Crime; Drama,David R. Ellis,Larry Cohen; Chris Morgan,Kim Basinger; Chris Evans; Jason Statham,60/100,6.5,"56,669","$25,000,000 ","$32,003,620 ","$56,422,687 ",PG-13
Chasing Liberty,111,Comedy; Romance,Andy Cadiff,Derek Guiley; David Schneiderman,Mandy Moore; Matthew Goode; Mark Harmon,46/100,5.8,"18,024","$23,000,000 ","$12,189,514 ",,PG-13
Ella Enchanted,96,Comedy; Family; Fantasy,Tommy O'Haver,Laurie Craig; Karen McCullah Lutz,Anne Hathaway; Hugh Dancy; Cary Elwes,53/100,6.2,"25,894","$35,000,000 ","$22,913,677 ",,PG
Spanglish,131,Comedy; Drama; Romance,James L. Brooks,James L. Brooks,Adam Sandler; Ta Leoni; Paz Vega,48/100,6.5,"47,848","$80,000,000 ","$42,044,321 ",,PG-13
Sky Captain and the World of Tomorrow,106,Action; Adventure; Mystery,Kerry Conran,Kerry Conran,Gwyneth Paltrow; Jude Law; Angelina Jolie,64/100,6.1,"57,313","$40,000,000 ","$37,760,080 ",,PG
Starsky &amp; Hutch,101,Comedy; Crime,Todd Phillips,William Blinn; Stevie Long,Ben Stiller; Owen Wilson; Snoop Dogg,55/100,6,"85,698","$60,000,000 ","$88,200,225 ","$75,000,000 ",PG-13
Mindhunters,106,Crime; Mystery; Thriller,Renny Harlin,Wayne Kramer; Wayne Kramer,Val Kilmer; LL Cool J; Christian Slater,33/100,6.3,"36,099","$27,000,000 ","$4,480,744 ","$23,658,061 ",R
Sleepover,89,Comedy,Joe Nussbaum,Elisa Bell,Alexa Vega; Mika Boorem; Scout Taylor-Compton,33/100,4.8,"8,294","$10,000,000 ","$9,436,390 ","$10,148,953 ",PG
The SpongeBob SquarePants Movie,87,Animation; Comedy; Family,Stephen Hillenburg,Stephen Hillenburg; Stephen Hillenburg,Jeffrey Tambor; Rodger Bumpass; Carolyn Lawrence,66/100,6.8,"33,325","$30,000,000 ","$85,416,609 ",,PG
The Sea Inside,125,Biography; Drama,Alejandro Amenbar,Alejandro Amenbar; Mateo Gil,Javier Bardem; Beln Rueda; Lola Dueas,74/100,8,"43,785","&#8364;10,000,000","$2,086,345 ",,PG-13
District B13,84,Action; Thriller,Pierre Morel,Luc Besson; Bibi Naceri,Cyril Raffaelli; David Belle; Tony D'Amario,70/100,7.1,"37,210","&#8364;12,000,000","$1,197,786 ",,R
A Very Long Engagement,133,Drama; Mystery; Romance,Jean-Pierre Jeunet,Sbastien Japrisot; Jean-Pierre Jeunet,Audrey Tautou; Gaspard Ulliel; Jodie Foster,76/100,7.7,"46,791","$47,000,000 ","$6,167,817 ","$70,115,868 ",R
Exorcist: The Beginning,114,Horror; Mystery; Thriller,Renny Harlin,William Peter Blatty; William Wisher Jr.,Stellan Skarsgrd; Izabella Scorupco; James D'Arcy,30/100,5,"21,978","$50,000,000 ","$41,814,863 ","$78,000,586 ",R
2046,129,Drama; Fantasy; Romance,Kar Wai Wong,Kar Wai Wong,Tony Leung Chiu Wai; Ziyi Zhang; Faye Wong,78/100,7.4,"30,187","$12,000,000 ","$261,481 ",,R
I Heart Huckabees,107,Comedy,David O. Russell,David O. Russell; Jeff Baena,Jason Schwartzman; Jude Law; Naomi Watts,55/100,6.7,"46,036","$22,000,000 ","$12,784,713 ",,R
The Princess Diaries 2: Royal Engagement,113,Comedy; Drama; Family,Garry Marshall,Meg Cabot; Gina Wendkos,Anne Hathaway; Callum Blue; Julie Andrews,43/100,5.3,"26,881","$40,000,000 ","$95,149,435 ",,G
Saved!,92,Comedy,Brian Dannelly,Brian Dannelly; Michael Urban,Jena Malone; Mandy Moore; Macaulay Culkin,62/100,6.8,"31,975","$5,000,000 ","$8,940,582 ","$10,156,933 ",PG-13
Batman Begins,140,Action; Adventure; Crime,Christopher Nolan,Bob Kane; David S. Goyer,Christian Bale; Michael Caine; Ken Watanabe,70/100,8.3,"536,381","$150,000,000 ","$206,852,432 ","$374,218,673 ",PG-13
V for Vendetta,132,Action; Fantasy; Thriller,James McTeigue,Andy Wachowski; Lana Wachowski,Hugo Weaving; Natalie Portman; Rupert Graves,62/100,8.2,"446,381","$54,000,000 ","$70,511,035 ","$132,511,035 ",R
Star Wars: Episode III - Revenge of the Sith,140,Action; Adventure; Fantasy,George Lucas,George Lucas,Hayden Christensen; Natalie Portman; Ewan McGregor,68/100,7.7,"298,552","$113,000,000 ","$380,262,555 ","$848,754,768 ",PG-13
Sin City,124,Crime; Thriller,Frank Miller,Frank Miller,Mickey Rourke; Clive Owen; Bruce Willis,74/100,8.2,"416,537","$40,000,000 ","$74,103,820 ","$158,753,820 ",R
Harry Potter and the Goblet of Fire,157,Adventure; Family; Fantasy,Mike Newell,Steve Kloves; J.K. Rowling,Daniel Radcliffe; Emma Watson; Rupert Grint,81/100,7.5,"228,093","$150,000,000 ","$290,013,036 ","$896,911,078 ",PG-13
The 40 Year Old Virgin,116,Comedy; Romance,Judd Apatow,Judd Apatow; Steve Carell,Steve Carell; Catherine Keener; Paul Rudd,73/100,7.3,"190,352","$26,000,000 ","$109,449,237 ","$177,378,645 ",R
Kingdom of Heaven,144,Action; Adventure; Drama,Ridley Scott,William Monahan,Orlando Bloom; Eva Green; Liam Neeson,63/100,7.1,"140,743","$130,000,000 ","$47,396,698 ","$152,000,000 ",R
The Hitchhiker's Guide to the Galaxy,109,Adventure; Comedy; Sci-Fi,Garth Jennings,Douglas Adams; Douglas Adams,Martin Freeman; Mos Def; Sam Rockwell,63/100,6.7,"104,903","$50,000,000 ","$51,085,416 ","$104,478,416 ",PG
Pride &amp; Prejudice,127,Drama; Romance,Joe Wright,Jane Austen; Deborah Moggach,Keira Knightley; Matthew Macfadyen; Brenda Blethyn,82/100,7.7,"115,467","$28,000,000 ","$38,405,088 ","$120,051,592 ",PG
King Kong,187,Action; Adventure; Drama,Peter Jackson,Fran Walsh; Philippa Boyens,Naomi Watts; Jack Black; Adrien Brody,81/100,7.3,"218,318","$207,000,000 ","$218,080,025 ","$550,517,357 ",PG-13
Charlie and the Chocolate Factory,115,Adventure; Comedy; Family,Tim Burton,Roald Dahl; John August,Johnny Depp; Freddie Highmore; David Kelly,72/100,6.8,"191,845","$150,000,000 ","$206,459,076 ","$67,200,000 ",PG
Serenity,119,Action; Adventure; Sci-Fi,Joss Whedon,Joss Whedon,Nathan Fillion; Gina Torres; Chiwetel Ejiofor,74/100,7.9,"168,323","$40,000,000 ","$25,335,935 ","$38,849,097 ",PG-13
The Sisterhood of the Traveling Pants,119,Comedy; Drama,Ken Kwapis,Ann Brashares; Delia Ephron,Amber Tamblyn; Alexis Bledel; America Ferrera,66/100,6.5,"29,738","$25,000,000 ","$39,008,741 ","$42,013,878 ",PG
Wedding Crashers,119,Comedy; Romance,David Dobkin,Steve Faber; Bob Fisher,Owen Wilson; Vince Vaughn; Rachel McAdams,64/100,7,"183,361","$40,000,000 ","$209,218,368 ","$285,176,741 ",R
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143,Adventure; Family; Fantasy,Andrew Adamson,Ann Peacock; Andrew Adamson,Tilda Swinton; Georgie Henley; William Moseley,75/100,6.9,"180,460","$180,000,000 ","$291,709,845 ","$745,013,115 ",PG
Constantine,121,Fantasy; Horror,Francis Lawrence,Jamie Delano; Garth Ennis,Keanu Reeves; Rachel Weisz; Djimon Hounsou,50/100,6.8,"147,309","$100,000,000 ","$75,976,178 ","$230,884,728 ",R
Waiting...,94,Comedy,Rob McKittrick,Rob McKittrick,Ryan Reynolds; Anna Faris; John Francis Daley,30/100,6.7,"57,010","$3,000,000 ","$16,101,109 ",,R
Brokeback Mountain,134,Drama; Romance,Ang Lee,Annie Proulx; Larry McMurtry,Jake Gyllenhaal; Heath Ledger; Michelle Williams,87/100,7.7,"181,696","$14,000,000 ","$83,025,853 ",,R
